ProductId,Gender,Item-type,Itemcategory,ProductType,Colour,Pattern,Material,Brand,Style,Sub-Style,Specific Style,ProductTitle,Image,ImageURL
40953,Men,Apparel,Topwear,Tshirts,Yellow,Solid,leather,Van Heusen,Casual,Everyday,Basic,Gini and Jony Men Rodeo Yellow T-shirt,40953.jpg,http://assets.myntassets.com/v1/images/style/properties/5620ea3767116eade12a6a6d8c70a6f7_images.jpg
5428,Women,Apparel,Topwear,Tshirts,White,Solid,canvas,Wrangler,Casual,Everyday,Basic,Ant Kids Girl's White Free Bird Kidswear,5428.jpg,http://assets.myntassets.com/v1/images/style/properties/734e3d93e92a5cb3b5d3dba256101ffa_images.jpg
3813,Men,Apparel,Topwear,Tshirts,Yellow,Solid,leather,Levi's,Casual,Everyday,Basic,Disney Kids Boy's Street Crew Yellow Kidswear,3813.jpg,http://assets.myntassets.com/v1/images/style/properties/b917f7a70fb1eb4fa34a4e332a98ca9a_images.jpg
22163,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Solid,leather,Zara,Casual,Everyday,Basic,Timberland Men Navy Blue Casual Shoes,22163.jpg,http://assets.myntassets.com/v1/images/style/properties/718cc29c21bae96c4a6766bc3c0ecf1d_images.jpg
37590,Women,Apparel,Innerwear,Innerwear Vests,Pink,Solid,leather,H&M,Casual,Everyday,Basic,Madagascar Women Pink Innerwear Vest,37590.jpg,http://assets.myntassets.com/v1/images/style/properties/9e74f65716e10bed59e87fc926b330e4_images.jpg
5606,Men,Footwear,Sandal,Sandals,Black,Solid,leather,Forever 21,Casual,Everyday,Basic,ADIDAS Men Kendall Black Floater,5606.jpg,http://assets.myntassets.com/v1/images/style/properties/a2910180f57f2557139decd881dd66b1_images.jpg
41869,Men,Footwear,Sandal,Sandals,Yellow,Solid,canvas,Gap,Casual,Everyday,Basic,Estd. 1977 Men Yellow & Brown Sandals,41869.jpg,http://assets.myntassets.com/v1/images/style/properties/d27dbd8e9666b9af2d72fbfde315f76d_images.jpg
49468,Men,Footwear,Shoes,Casual Shoes,Red,Solid,leather,Uniqlo,Casual,Everyday,Basic,Vans Men Red Old Skool Shoes,49468.jpg,http://assets.myntassets.com/v1/images/style/properties/Vans-Men-Maroon-Old-Skool-Shoes_d4826108fe9e4979766e62df2f7fcd06_images.jpg
37201,Women,Apparel,Bottomwear,Jeans,Blue,Solid,leather,Tommy Hilfiger,Casual,Everyday,Basic,United Colors of Benetton Women Washed Blue Jeans,37201.jpg,http://assets.myntassets.com/v1/images/style/properties/3326dbead1ff9d52bec18bae953f8517_images.jpg
41858,Men,Footwear,Sandal,Sandals,Brown,Solid,leather,Calvin Klein,Casual,Everyday,Basic,Estd. 1977 Men Brown Sandals,41858.jpg,http://assets.myntassets.com/v1/images/style/properties/9efd7ae56fafd8f9e64f3829d9d3ca0c_images.jpg
33304,Men,Apparel,Topwear,Tshirts,Yellow,Solid,leather,Pepe Jeans,Casual,Everyday,Basic,Gini and Jony Men Pack of 2 T-shirts,33304.jpg,http://assets.myntassets.com/v1/images/style/properties/8f70720a7471ab797d7e0be3fca31bb8_images.jpg
44211,Women,Footwear,Flip Flops,Flip Flops,Brown,Solid,canvas,Peter England,Casual,Everyday,Basic,iPanema Women Brown Flip Flops,44211.jpg,http://assets.myntassets.com/v1/images/style/properties/1e5ecacfe8636a7637a83d039a77e88f_images.jpg
49598,Women,Footwear,Shoes,Heels,Grey,Solid,leather,Mufti,Casual,Everyday,Basic,Catwalk Women Black & Grey Heels,49598.jpg,http://assets.myntassets.com/v1/images/style/properties/d1450bf2a552e92388fc3b024d5bc1b3_images.jpg
4141,Men,Footwear,Shoes,Casual Shoes,White,Solid,leather,Provogue,Casual,Everyday,Basic,Fila Men's Breath White Red Shoe,4141.jpg,http://assets.myntassets.com/v1/images/style/properties/2b324f99796b96c6e18d6128a1784163_images.jpg
15376,Men,Footwear,Shoes,Sports Shoes,White,Solid,leather,Arrow,Sports,Athletic,Training,FILA Men Fila Boston White Sports Shoes,15376.jpg,http://assets.myntassets.com/v1/images/style/properties/429d08e06191b69741200ba1d5c32b1d_images.jpg
39849,Women,Apparel,Topwear,Tops,Blue,Solid,leather,Allen Solly,Casual,Everyday,Basic,Gini and Jony Women Striped Blue Top,39849.jpg,http://assets.myntassets.com/v1/images/style/properties/b45ca9f0de9d375d3276e0eb191988d9_images.jpg
24906,Men,Apparel,Topwear,Tshirts,Pink,Solid,canvas,Benetton,Casual,Everyday,Basic,United Colors of Benetton Kids Men Pink Printed T-shirt,24906.jpg,http://assets.myntassets.com/v1/images/style/properties/2a9fe9e548d2210462c9f41edb4f17e0_images.jpg
31149,Men,Apparel,Topwear,Tshirts,Red,Solid,leather,Jockey,Casual,Everyday,Basic,Gini and Jony Men Printed Red T-shirt,31149.jpg,http://assets.myntassets.com/v1/images/style/properties/1e68bf9565bc844200b23d8d4e1638c8_images.jpg
24259,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Geometric,cotton,Kappa,Casual,Everyday,Basic,Numero Uno Men Navy Blue Shoes,24259.jpg,http://assets.myntassets.com/v1/images/style/properties/409871b3e6186c220fab46f5d2b90c7c_images.jpg
17814,Men,Footwear,Shoes,Casual Shoes,Black,Solid,cotton,Lacoste,Casual,Everyday,Basic,Lee Cooper Men  Black Casual Shoe,17814.jpg,http://assets.myntassets.com/v1/images/style/properties/66378e03115ef568fb9c485f5314738f_images.jpg
2720,Men,Apparel,Bottomwear,Trousers,Blue,Striped,cotton,Marks & Spencer,Casual,Everyday,Basic,Disney Kids Boy's Mickey Mouse Print Pants,2720.jpg,http://assets.myntassets.com/v1/images/style/properties/5f3939466abc9b4a64283f499e1fe3be_images.jpg
35886,Men,Apparel,Topwear,Tshirts,White,Solid,cotton,Aeropostale,Casual,Everyday,Basic,Jungle Book Men 11 White T-shirt,35886.jpg,http://assets.myntassets.com/v1/images/style/properties/a272608595052d315a51474809cd9dcf_images.jpg
4190,Men,Apparel,Topwear,Tshirts,Yellow,Solid,cotton,American Eagle,Casual,Everyday,Basic,Disney Kids Boy's Yellow Little Friends Kidswear,4190.jpg,http://assets.myntassets.com/v1/images/style/properties/d557b76f1e3b2953c91f08ffe0800760_images.jpg
24985,Women,Apparel,Topwear,Tops,Pink,Solid,leather,Banana Republic,Casual,Everyday,Basic,United Colors of Benetton Kids Women Pink Printed Top,24985.jpg,http://assets.myntassets.com/v1/images/style/properties/6e3231084adf839cd0d0259b6b0cc4f7_images.jpg
50714,Men,Apparel,Topwear,Tshirts,White,Solid,leather,Guess,Casual,Everyday,Basic,Doodle Men white Printed T-Shirt,50714.jpg,http://assets.myntassets.com/v1/images/style/properties/a2b56af36d377bf03ca88f4653f465f3_images.jpg
54528,Men,Footwear,Shoes,Casual Shoes,White,Solid,canvas,Hollister,Casual,Everyday,Basic,F Sports Men White Charger Shoes,54528.jpg,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Charger-Sports-Shoes_eabaab9bccfc72fd0b0abddf314fcd26_images.jpg
33278,Men,Apparel,Bottomwear,Jeans,Blue,Solid,leather,Old Navy,Casual,Everyday,Basic,Gini and Jony Men Washed Blue Jeans,33278.jpg,http://assets.myntassets.com/v1/images/style/properties/40e9125037b469e4cfead36e346ce79a_images.jpg
36745,Women,Apparel,Apparel Set,Clothing Set,Red,Solid,leather,Versace,Casual,Everyday,Basic,Little Miss Women Sunshine Red Clothing Set,36745.jpg,http://assets.myntassets.com/v1/images/style/properties/5254a38601288234bb4977e8e27a1891_images.jpg
4723,Women,Apparel,Topwear,Tshirts,Blue,Floral,cotton,Flying Machine,Casual,Everyday,Basic,Disney Kids Girl's Jeans Blue Teen Kidswear,4723.jpg,http://assets.myntassets.com/v1/images/style/properties/770176927d2ab1128d7e84fc81a689af_images.jpg
38905,Women,Apparel,Bottomwear,Shorts,Pink,Geometric,cotton,Fortune,Casual,Everyday,Basic,Allen Solly Kids Women Poplin Pink Shorts,38905.jpg,http://assets.myntassets.com/v1/images/style/properties/50ca45b6073db631892ac3832b412190_images.jpg
15713,Men,Footwear,Shoes,Sports Shoes,Black,Solid,cotton,Nike,Sports,Athletic,Training,Nike Men Air Relentless Black Sports Shoes,15713.jpg,http://assets.myntassets.com/v1/images/style/properties/aea04a305c1e279cec06172c669a5751_images.jpg
12969,Men,Footwear,Shoes,Sports Shoes,Blue,Striped,cotton,GAS,Sports,Athletic,Training,ADIDAS Men Snova Glide Blue Sports Shoes,12969.jpg,http://assets.myntassets.com/v1/images/style/properties/af829e3d805b3f99f3905431c425796d_images.jpg
39571,Women,Footwear,Shoes,Heels,Black,Solid,cotton,Gini & Jony,Casual,Everyday,Basic,Catwalk Women Black Flats,39571.jpg,http://assets.myntassets.com/v1/images/style/properties/f9c69de6fde250bf33430a5e4c2e1913_images.jpg
24251,Men,Footwear,Shoes,Casual Shoes,Black,Solid,leather,Globalite,Casual,Everyday,Basic,Numero Uno Men Black Casual Shoes,24251.jpg,http://assets.myntassets.com/v1/images/style/properties/73ac516d10dd631f07415d206bad0c05_images.jpg
39005,Women,Apparel,Topwear,Tops,Navy Blue,Solid,leather,Grendha,Casual,Everyday,Basic,Gini and Jony Women Nautical Blues Navy Blue Top,39005.jpg,http://assets.myntassets.com/v1/images/style/properties/6d9bccab9b0814c55206caa05dd074e2_images.jpg
41759,Women,Apparel,Dress,Dresses,Navy Blue,Solid,canvas,Catwalk,Casual,Everyday,Basic,Doodle Women Navy Blue Dress,41759.jpg,http://assets.myntassets.com/v1/images/style/properties/99760b8dd7813db663dd3c1195cfa56e_images.jpg
53757,Women,Footwear,Shoes,Sports Shoes,White,Solid,leather,Carlton,Sports,Athletic,Training,Puma Women Speeder Wns Ind White Sports Shoes,53757.jpg,http://assets.myntassets.com/v1/images/style/properties/Puma-Women-White-Sports-Shoes_4b0310657932f48364fbe27ecbece28b_images.jpg
19879,Women,Footwear,Flip Flops,Flip Flops,White,Geometric,cotton,Cobblerz,Casual,Everyday,Basic,ADIDAS Women Psychedlic White Flip Flops,19879.jpg,http://assets.myntassets.com/v1/images/style/properties/0fec77e4e500762661d00a86c4e21cff_images.jpg
31977,Women,Footwear,Shoes,Sports Shoes,Olive,Solid,cotton,Nike,Sports,Athletic,Training,Nike Women Lunarswift +3 Olive Sports Shoes,31977.jpg,http://assets.myntassets.com/v1/images/style/properties/2b3ed352576a63ce4c55aacd2911f79c_images.jpg
35448,Women,Apparel,Topwear,Tops,Red,Solid,cotton,Disney,Casual,Everyday,Basic,Doodle Women Printed Red Top,35448.jpg,http://assets.myntassets.com/v1/images/style/properties/bdcb051154afdf6da0a6b1010e116c35_images.jpg
10174,Men,Footwear,Shoes,Casual Shoes,Black,Solid,cotton,Fabindia,Casual,Everyday,Basic,United Colors Of Benetton Men Latnam Black Casual Shoes,10174.jpg,http://assets.myntassets.com/v1/images/style/properties/fc4ea7a39f7b828bcf2fc6dfd81a1eb0_images.jpg
3505,Women,Footwear,Shoes,Casual Shoes,White,Striped,denim,FILA,Casual,Everyday,Basic,ADIDAS Women Adi Light White Fresh Shoe,3505.jpg,http://assets.myntassets.com/v1/images/style/properties/d0746f8615346b3fda0b4e178eee0f71_images.jpg
18653,Men,Footwear,Flip Flops,Flip Flops,Black,Solid,cotton,Fila,Casual,Everyday,Basic,Fila Men Cush Flex Black Slippers,18653.jpg,http://assets.myntassets.com/v1/images/style/properties/53690e3f396f411e184b249672d6ebae_images.jpg
46598,Women,Footwear,Shoes,Heels,Beige,Geometric,cotton,Ganuchi,Casual,Everyday,Basic,Catwalk Women Beige Heels,46598.jpg,http://assets.myntassets.com/v1/images/style/properties/6e35a87a0206bf10aa1c3ff76ee396d2_images.jpg
15746,Men,Footwear,Shoes,Sports Shoes,White,Floral,cotton,Gliders,Sports,Athletic,Training,Nike Men Ballista II White Sports Shoes,15746.jpg,http://assets.myntassets.com/v1/images/style/properties/Nike-Men-Ballista-II-White-Sports-Shoes_ea630bb8469a4100c6c62305bdc06174_images.jpg
56950,Women,Footwear,Shoes,Heels,Maroon,Solid,cotton,Hannah,Casual,Everyday,Basic,HM Women Maroon Sandals,56950.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Maroon-Sandals_60c4cba51258c80384cde2ec74896401_images.jpg
34747,Women,Footwear,Shoes,Casual Shoes,White,Solid,leather,ID,Casual,Everyday,Basic,Puma Women Soleil Cat White Shoes,34747.jpg,http://assets.myntassets.com/v1/images/style/properties/d50d4d2713962bc591c816c5306a0d5e_images.jpg
38481,Women,Apparel,Topwear,Tops,White,Solid,leather,Inc,Casual,Everyday,Basic,Gini and Jony Women Milan White Top,38481.jpg,http://assets.myntassets.com/v1/images/style/properties/0f450243c8540b96c3d3ac350e9496f7_images.jpg
36726,Men,Apparel,Topwear,Tshirts,Black,Solid,canvas,Jockey,Casual,Everyday,Basic,Gini and Jony Men Polo Black T-Shirt,36726.jpg,http://assets.myntassets.com/v1/images/style/properties/3f39f1be7488196e23db13b5e8652136_images.jpg
33143,Men,Apparel,Topwear,Tshirts,Navy Blue,Solid,leather,Kappa,Casual,Everyday,Basic,Gini and Jony Men Pack of 2 T-shirts,33143.jpg,http://assets.myntassets.com/v1/images/style/properties/0a1818a5a7815b7caa4c91304a57f899_images.jpg
2826,Men,Footwear,Shoes,Formal Shoes,Brown,Solid,leather,Lacoste,Formal,Business,Professional,Lee Cooper Men Leather Semi Formal Brown Shoe,2826.jpg,http://assets.myntassets.com/v1/images/style/properties/af0944e686e90b5d9dbc5bc7e0be982f_images.jpg
4718,Women,Apparel,Topwear,Tshirts,Yellow,Solid,leather,Marks & Spencer,Casual,Everyday,Basic,Disney Kids Girl's Summer Fun Fair Yellow Teen Kidswear,4718.jpg,http://assets.myntassets.com/v1/images/style/properties/1109685531795f17aca2acaba2ab39ad_images.jpg
22361,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Solid,leather,Mufti,Casual,Everyday,Basic,Reebok Men Navy Twist Sandals,22361.jpg,http://assets.myntassets.com/v1/images/style/properties/Reebok-Men-Blue-Twist-Sandals_9d151773708628e8efa686c33561b54a_images.jpg
40138,Men,Apparel,Topwear,Tshirts,Yellow,Solid,canvas,Pepe Jeans,Casual,Everyday,Basic,Gini and Jony Men Under The Sun Yellow T-shirt,40138.jpg,http://assets.myntassets.com/v1/images/style/properties/8aa81b63ed80eca1630464364e4669dc_images.jpg
6446,Men,Footwear,Shoes,Casual Shoes,Grey,Solid,leather,Peter England,Casual,Everyday,Basic,Lotto Men's Calcetto Grey Shoe,6446.jpg,http://assets.myntassets.com/v1/images/style/properties/e6e6d7fee7b7aa20fb5bf93e9f340890_images.jpg
38333,Women,Apparel,Topwear,Tops,Yellow,Solid,leather,Provogue,Casual,Everyday,Basic,Hannah Montana Women Yellow Printed Tops,38333.jpg,http://assets.myntassets.com/v1/images/style/properties/ca16400a4d734548059233a6cc34851f_images.jpg
48243,Men,Apparel,Topwear,Tshirts,Black,Solid,leather,Red Tape,Casual,Everyday,Basic,Avengers Men Black Printed T-shirt,48243.jpg,http://assets.myntassets.com/v1/images/style/properties/5556232a7146aa15f3cbc0e680d06aa8_images.jpg
56975,Women,Footwear,Shoes,Flats,Black,Solid,leather,Reebok,Casual,Everyday,Basic,HM Women Black Sandals,56975.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_604ec9e961c132c94dcede906cf59dee_images.jpg
15519,Men,Footwear,Flip Flops,Flip Flops,Brown,Solid,canvas,Skechers,Casual,Everyday,Basic,Rockport Men Jelba Brown Flip Flops,15519.jpg,http://assets.myntassets.com/v1/images/style/properties/1d16b7a631810087d206ebcc2af4bcea_images.jpg
3893,Women,Apparel,Topwear,Tshirts,Green,Solid,leather,Sparx,Casual,Everyday,Basic,Disney Kids Girl's Green Minnie Top With Pink Bow Kidswear,3893.jpg,http://assets.myntassets.com/v1/images/style/properties/96d65a0c90b92186ce685a63663de85d_images.jpg
15724,Men,Footwear,Shoes,Sports Shoes,Grey,Solid,leather,Tommy Hilfiger,Sports,Athletic,Training,Nike Men Free Run+ 2 Shield Grey Sports Shoes,15724.jpg,http://assets.myntassets.com/v1/images/style/properties/c958b7cb77f51aff23530d749ad5779a_images.jpg
38654,Men,Footwear,Shoes,Sports Shoes,White,Solid,leather,UCB,Sports,Athletic,Training,Nike Men Ballista White Sports Shoes,38654.jpg,http://assets.myntassets.com/v1/images/style/properties/10365553644b24256ed7221979050d32_images.jpg
15491,Women,Footwear,Shoes,Heels,Nude,Solid,leather,US Polo Assn,Formal,Business,Professional,Carlton London Women Nude Heels,15491.jpg,http://assets.myntassets.com/v1/images/style/properties/fa6f865da55e1e26d4c23b5014f98cfb_images.jpg
13258,Women,Apparel,Bottomwear,Shorts,Purple,Solid,canvas,Under Armour,Casual,Everyday,Basic,Gini and Jony Women Purple Shorts,13258.jpg,http://assets.myntassets.com/v1/images/style/properties/Palm-Tree-Kids-Women-Solid-Purple-Capris_d66438322305ef19e235d09a741a3108_images.jpg
31127,Women,Apparel,Dress,Dresses,Black,Solid,leather,Uniqlo,Casual,Everyday,Basic,Gini and Jony Women Black Dress,31127.jpg,http://assets.myntassets.com/v1/images/style/properties/1f7c87ee0ac12c35df8c1dd28e2cd692_images.jpg
23130,Men,Apparel,Topwear,Tshirts,Green,Solid,leather,Van Heusen,Casual,Everyday,Basic,Chhota Bheem Kids Men Lost Alien Green T-shirt,23130.jpg,http://assets.myntassets.com/v1/images/style/properties/841d8c5b7b445161b006609f9f6a8f09_images.jpg
7592,Men,Footwear,Shoes,Sports Shoes,Blue,Geometric,cotton,Vans,Sports,Athletic,Training,Nike Men's Dunk Low Blue Shoe,7592.jpg,http://assets.myntassets.com/v1/images/style/properties/0bbe0e10638aa98ff6f42fbffd30c1a2_images.jpg
13360,Women,Footwear,Shoes,Casual Shoes,Brown,Solid,cotton,Versace,Casual,Everyday,Basic,Timberland Women Femmes Brown Boot,13360.jpg,http://assets.myntassets.com/v1/images/style/properties/25f4bbfce59c7d56a07115e40a443c6a_images.jpg
7595,Women,Footwear,Shoes,Sports Shoes,Blue,Striped,cotton,Woodland,Sports,Athletic,Training,Nike Women Ten Blue White Shoe,7595.jpg,http://assets.myntassets.com/v1/images/style/properties/b3f3d37c936ee1b487eb6ed3ef399e0b_images.jpg
29571,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Solid,cotton,Wrangler,Casual,Everyday,Basic,Vans Men Classic Slip-On Navy Blue Shoes,29571.jpg,http://assets.myntassets.com/v1/images/style/properties/61ff6d0a5a90c48fe528ddeada916425_images.jpg
39329,Women,Apparel,Bottomwear,Shorts,Green,Solid,cotton,Yonex,Casual,Everyday,Basic,Gini and Jony Women Green Shorts,39329.jpg,http://assets.myntassets.com/v1/images/style/properties/092ffa40994ee79053f16a7e93445890_images.jpg
39577,Women,Footwear,Shoes,Heels,Pink,Solid,leather,Zara,Casual,Everyday,Basic,Catwalk Women Pink Flats,39577.jpg,http://assets.myntassets.com/v1/images/style/properties/2b71c5f8cdb335be074ea1b91fd3ccad_images.jpg
2821,Men,Footwear,Sandal,Sandals,Brown,Solid,leather,Adidas,Formal,Business,Professional,Lee Cooper Men Formal Leather Brown Sandal,2821.jpg,http://assets.myntassets.com/v1/images/style/properties/d7c47ca9f2381f2467cd89d19e70af3a_images.jpg
34053,Men,Apparel,Bottomwear,Capris,Yellow,Solid,canvas,Nike,Casual,Everyday,Basic,Gini and Jony Men Yellow 3/4 Length Pants,34053.jpg,http://assets.myntassets.com/v1/images/style/properties/ed972b8708185e04d4cbbc475fee3bff_images.jpg
39863,Men,Apparel,Topwear,Tshirts,Black,Solid,leather,Puma,Casual,Everyday,Basic,Gini and Jony Men Polo Black T-Shirt,39863.jpg,http://assets.myntassets.com/v1/images/style/properties/103e76f9dbc3112fc9d0659a818ca917_images.jpg
24992,Women,Apparel,Bottomwear,Shorts,Pink,Solid,leather,Reebok,Casual,Everyday,Basic,United Colors of Benetton Kids Women Pink Shorts,24992.jpg,http://assets.myntassets.com/v1/images/style/properties/df1bd75393a273217360a8030f54a32d_images.jpg
18172,Women,Apparel,Topwear,Tops,Magenta,Floral,cotton,Converse,Casual,Everyday,Basic,Doodle Kids Women Magenta Layer Top,18172.jpg,http://assets.myntassets.com/v1/images/style/properties/c51813ebc17aa2ac35d9bd13918e984b_images.jpg
11511,Women,Footwear,Shoes,Flats,Gold,Geometric,cotton,Vans,Casual,Everyday,Basic,Catwalk Women Lifestyle Gold Toned Ballerinas,11511.jpg,http://assets.myntassets.com/v1/images/style/properties/09f49fced9f3a34e970cca2e5023d775_images.jpg
2227,Men,Footwear,Sandal,Sandals,Grey,Solid,cotton,Skechers,Sports,Active,Running,Puma Men Gypsy Grey Sandal,2227.jpg,http://assets.myntassets.com/v1/images/style/properties/c691cbf2c611b9e0f9af6d11ef2046af_images.jpg
33824,Women,Footwear,Shoes,Sports Shoes,Grey,Striped,cotton,Crocs,Sports,Active,Running,Puma Women Grey Axis Sports Shoes,33824.jpg,http://assets.myntassets.com/v1/images/style/properties/41c0eb951493957045c196557c201140_images.jpg
47456,Women,Footwear,Flip Flops,Flip Flops,Black,Solid,cotton,Clarks,Casual,Everyday,Basic,Tiptopp Women Orange Flip Flops,47456.jpg,http://assets.myntassets.com/v1/images/style/properties/Tiptopp-Women-Orange-Sandals_56ecddd687d28c5f2a04d82091ebe96f_images.jpg
5404,Men,Footwear,Shoes,Sports Shoes,White,Solid,leather,Bata,Sports,Active,Running,Kalenji Kiprun 1000 Whi/ Blue 2011,5404.jpg,http://assets.myntassets.com/v1/images/style/properties/fa523afb4c2f1ee300b0b0267e0e0dd9_images.jpg
8358,Women,Apparel,Topwear,Tshirts,Blue,Solid,leather,ASICS,Casual,Everyday,Basic,Doodle Girl's Princess Cute Little Light Blue Kidswear,8358.jpg,http://assets.myntassets.com/v1/images/style/properties/19cd21f22b04e942ef6e69c89d2c4c5b_images.jpg
17671,Women,Footwear,Shoes,Heels,Beige,Solid,canvas,New Balance,Casual,Everyday,Basic,Catwalk Women Fancy Beige Heels,17671.jpg,http://assets.myntassets.com/v1/images/style/properties/e6901973b42cbca3f7b020c70b95cb6b_images.jpg
13306,Men,Apparel,Bottomwear,Trousers,Black,Solid,leather,Under Armour,Casual,Everyday,Basic,Gini and Jony Kids Solid Black Trousers,13306.jpg,http://assets.myntassets.com/v1/images/style/properties/e48cff60a18175ea35f3cdab4a5440e9_images.jpg
39334,Men,Apparel,Topwear,Tshirts,White,Geometric,cotton,Woodland,Casual,Everyday,Basic,Gini & Jony Men White T-shirt,39334.jpg,http://assets.myntassets.com/v1/images/style/properties/a6dac6b401015770287effba0423aaf3_images.jpg
3902,Women,Apparel,Topwear,Tshirts,Pink,Solid,cotton,Sparx,Casual,Everyday,Basic,Disney Kids Girl's Minnie And Daisy Pink Kidswear,3902.jpg,http://assets.myntassets.com/v1/images/style/properties/2fd473b0c70793f5f7a5278c1d98de70_images.jpg
14408,Women,Footwear,Shoes,Heels,Beige,Striped,cotton,Red Tape,Casual,Everyday,Basic,Enroute Women Casual Beige Flats,14408.jpg,http://assets.myntassets.com/v1/images/style/properties/a7f1a17d79390d0a3bf3ecd303683875_images.jpg
5375,Women,Footwear,Shoes,Sports Shoes,Blue,Solid,cotton,UCB,Sports,Active,Running,Quechua Jawar 5.0 Lady Blue,5375.jpg,http://assets.myntassets.com/v1/images/style/properties/9df7fad8456ec7a2e1ee5ce4cbb85301_images.jpg
25505,Men,Apparel,Topwear,Tshirts,White,Solid,cotton,Van Heusen,Casual,Everyday,Basic,Doodle Kids Men Soccer White T-Shirt,25505.jpg,http://assets.myntassets.com/v1/images/style/properties/bad8f5591725f3dcce3b8c464f2f514f_images.jpg
17042,Men,Footwear,Shoes,Sports Shoes,Grey,Solid,leather,Wrangler,Sports,Active,Running,GAS Men Grey Skate 002 Shoes,17042.jpg,http://assets.myntassets.com/v1/images/style/properties/Gas-Men-White---Grey-Shoes_c9ac34e9a949fe81422026dfc24cebdf_images.jpg
43411,Women,Footwear,Shoes,Flats,Black,Solid,leather,Levi's,Casual,Everyday,Basic,Puma Women Black Crazy Slide Flats,43411.jpg,http://assets.myntassets.com/v1/images/style/properties/bccbe69300ebe0839bddf3299fdbfea2_images.jpg
54521,Men,Footwear,Shoes,Sports Shoes,White,Solid,canvas,Zara,Sports,Active,Running,F Sports Men White Voyager Sports Shoes,54521.jpg,http://assets.myntassets.com/v1/images/style/properties/F-Sports-Men-White-Voyager-Sports-Shoes_c5ff061b1db80cb997ae9f796e838bb5_images.jpg
41303,Men,Apparel,Topwear,Shirts,Navy Blue,Solid,leather,H&M,Casual,Everyday,Basic,Gini and Jony Men Navy Blue Shirt,41303.jpg,http://assets.myntassets.com/v1/images/style/properties/436b9bd9db3b6c62e584a9d42c499928_images.jpg
49576,Women,Footwear,Shoes,Heels,Beige,Solid,leather,Forever 21,Casual,Everyday,Basic,Catwalk Women Red  Flats,49576.jpg,http://assets.myntassets.com/v1/images/style/properties/3c0410c48a5f79d8d4cfe78b7c29ee22_images.jpg
24256,Men,Footwear,Shoes,Casual Shoes,Green,Floral,cotton,Gap,Casual,Everyday,Basic,Numero Uno Men Green Casual Shoes,24256.jpg,http://assets.myntassets.com/v1/images/style/properties/2ab9915265f0498a4adf481c64160b8a_images.jpg
39609,Women,Footwear,Shoes,Heels,Brown,Geometric,cotton,Uniqlo,Casual,Everyday,Basic,Catwalk Women Brown Heels,39609.jpg,http://assets.myntassets.com/v1/images/style/properties/7244fd363a7020603495167fafee12d5_images.jpg
13684,Men,Footwear,Shoes,Casual Shoes,Black,Solid,cotton,Tommy Hilfiger,Casual,Everyday,Basic,ADIDAS Men Dash Casual Shoes,13684.jpg,http://assets.myntassets.com/v1/images/style/properties/ab8ada0e4956967c0ad91217175ef162_images.jpg
40993,Women,Apparel,Topwear,Tops,Pink,Striped,cotton,Calvin Klein,Casual,Everyday,Basic,Gini and Jony Women Pink Striped Top,40993.jpg,http://assets.myntassets.com/assets/images/40993/2018/3/14/11521029937692-Gini-and-Jony-Women-Woven-Pink-Tops-7341521029937469-1.jpg
41009,Women,Apparel,Bottomwear,Jeans,Navy Blue,Solid,cotton,Pepe Jeans,Casual,Everyday,Basic,Gini and Jony Women Woven Navy Blue Jeans,41009.jpg,http://assets.myntassets.com/v1/images/style/properties/da1db8f5cb461e5eb02172804792e598_images.jpg
46086,Women,Footwear,Shoes,Sports Shoes,Lavender,Solid,leather,Peter England,Sports,Active,Running,ADIDAS Women Lavender Hagkok Sports Shoes,46086.jpg,http://assets.myntassets.com/v1/images/style/properties/97b4da7324d9f9b3a6f507333141faae_images.jpg
49839,Women,Footwear,Flip Flops,Flip Flops,Red,Solid,leather,Mufti,Casual,Everyday,Basic,iPanema Women Red Flip Flops,49839.jpg,http://assets.myntassets.com/v1/images/style/properties/3101e6784596ba83c3fb728bcf5b6187_images.jpg
38937,Men,Apparel,Bottomwear,Shorts,Blue,Solid,canvas,Provogue,Casual,Everyday,Basic,Gini and Jony Men Blue Shorts,38937.jpg,http://assets.myntassets.com/v1/images/style/properties/5343f47aec49c7db4bd8cadf59d906ce_images.jpg
2716,Women,Apparel,Topwear,Tops,Red,Solid,leather,Arrow,Casual,Everyday,Basic,Disney Kids Girl's Minnie Red Stripped Kidswear,2716.jpg,http://assets.myntassets.com/v1/images/style/properties/9366437c28adc7c0eaaa749d6bd36c30_images.jpg
13474,Women,Footwear,Shoes,Flats,Gold,Geometric,cotton,Allen Solly,Casual,Everyday,Basic,Rocia Women Gold Toned Flats,13474.jpg,http://assets.myntassets.com/v1/images/style/properties/bc31f30a9c3f9edbb5827949a110e256_images.jpg
